"dataset","backend","graph_mode","knn_recall_at_k","affinity_edge_jaccard","affinity_weight_pearson","affinity_weight_spearman","affinity_weight_l1_similarity","umap_graph_edge_jaccard","umap_graph_weight_pearson","umap_graph_weight_spearman","umap_graph_weight_l1_similarity","validation_sample_n","suite","profile","source_file"
"COIL20","cuda","fuzzy",1,1,1,1,1,1,0.999999970682086,0.999984777448444,0.999962930418149,1440,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/COIL20/standard/cuda/20260727_073247_1118065/knn_affinity_umap_graph_agreement.csv"
"COIL20","cuda","binary",1,1,1,1,1,1,,,1,1440,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/COIL20/standard/cuda/20260727_073247_1118065/knn_affinity_umap_graph_agreement.csv"
"FashionMNIST","cpu","fuzzy",0.999966666666667,0.999908846451848,0.999803956292645,1,0.999966666666667,0.999908846451848,0.99998922025927,0.999998732740387,0.999965816390475,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/FashionMNIST/landmark/cpu1/20260727_074931_1118080/knn_affinity_umap_graph_agreement.csv"
"FashionMNIST","cpu","binary",0.999966666666667,0.999908846451848,0.999803956292645,1,0.999966666666667,0.999908846451848,-4.55788514129444e-05,,0.999954421148587,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/FashionMNIST/landmark/cpu1/20260727_074931_1118080/knn_affinity_umap_graph_agreement.csv"
"FashionMNIST","cpu","fuzzy",0.999966666666667,0.999908846451848,0.999803956292645,1,0.999966666666667,0.999908846451848,0.99998922025927,0.999998732740387,0.999965816390475,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/FashionMNIST/landmark/cpu4/20260727_073611_1118091/knn_affinity_umap_graph_agreement.csv"
"FashionMNIST","cpu","binary",0.999966666666667,0.999908846451848,0.999803956292645,1,0.999966666666667,0.999908846451848,-4.55788514129444e-05,,0.999954421148587,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/FashionMNIST/landmark/cpu4/20260727_073611_1118091/knn_affinity_umap_graph_agreement.csv"
"FashionMNIST","cuda","fuzzy",1,1,1,1,1,1,0.999999999956214,0.999991247274111,0.999998583732913,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/FashionMNIST/landmark/cuda/20260727_094127_1118102/knn_affinity_umap_graph_agreement.csv"
"FashionMNIST","cuda","binary",1,1,1,1,1,1,,,1,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/FashionMNIST/landmark/cuda/20260727_094127_1118102/knn_affinity_umap_graph_agreement.csv"
"FashionMNIST","cpu","fuzzy",0.999966666666667,0.999908846451848,0.999803956292645,1,0.999966666666667,0.999908846451848,0.99998922025927,0.999998732740387,0.999965816390475,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/FashionMNIST/standard/cpu1/20260727_073247_1118044/knn_affinity_umap_graph_agreement.csv"
"FashionMNIST","cpu","binary",0.999966666666667,0.999908846451848,0.999803956292645,1,0.999966666666667,0.999908846451848,-4.55788514129444e-05,,0.999954421148587,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/FashionMNIST/standard/cpu1/20260727_073247_1118044/knn_affinity_umap_graph_agreement.csv"
