"dataset","backend","graph_mode","knn_recall_at_k","affinity_edge_jaccard","affinity_weight_pearson","affinity_weight_spearman","affinity_weight_l1_similarity","umap_graph_edge_jaccard","umap_graph_weight_pearson","umap_graph_weight_spearman","umap_graph_weight_l1_similarity","validation_sample_n","suite","profile","source_file"
"TabulaMuris","cpu","fuzzy",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897546232263,0.999998149455852,0.999990128560883,0.999987316641497,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/TabulaMuris/standard/cpu4/20260727_073247_1118063/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cpu","binary",0.999966666666667,0.999897920122496,0.999797710545833,0.999999991902225,0.999966738111742,0.999897920122496,-5.1042543960391e-05,,0.99994895745604,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/TabulaMuris/standard/cpu4/20260727_073247_1118063/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cuda","fuzzy",1,1,0.999999999999994,0.999999999743775,0.999999991826941,1,0.999999999892679,0.999978290147732,0.99999685197225,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/TabulaMuris/standard/cuda/20260727_093420_1118074/knn_affinity_umap_graph_agreement.csv"
"TabulaMuris","cuda","binary",1,1,0.999999999999994,0.999999999743775,0.999999991826941,1,,,1,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/TabulaMuris/standard/cuda/20260727_093420_1118074/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","fuzzy",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,0.999961437197002,0.999956985368109,0.999837811511573,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/landmark/cpu1/20260727_081156_1118089/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","binary",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,-0.000397539929378201,,0.999602460070622,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/landmark/cpu1/20260727_081156_1118089/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","fuzzy",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,0.999961437197002,0.999956985368109,0.999837811511573,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/landmark/cpu4/20260727_074717_1118100/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","binary",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,-0.000397539929378201,,0.999602460070622,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/landmark/cpu4/20260727_074717_1118100/knn_affinity_umap_graph_agreement.csv"
"USPS","cuda","fuzzy",0.998833333333333,0.997664260855348,0.993276553727621,0.998080236810846,0.998834316848218,0.997664260855348,0.999946815315626,0.999872712003519,0.99970463065298,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/landmark/cuda/20260727_094647_1118111/knn_affinity_umap_graph_agreement.csv"
"USPS","cuda","binary",0.998833333333333,0.997664260855348,0.993276553727621,0.998080236810846,0.998834316848218,0.997664260855348,-0.00116923508640647,,0.998830764913594,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/landmark/cuda/20260727_094647_1118111/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","fuzzy",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,0.999961437197002,0.999956985368109,0.999837811511573,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/standard/cpu1/20260727_073247_1118053/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","binary",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,-0.000397539929378201,,0.999602460070622,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/standard/cpu1/20260727_073247_1118053/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","fuzzy",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,0.999961437197002,0.999956985368109,0.999837811511573,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/standard/cpu4/20260727_073247_1118064/knn_affinity_umap_graph_agreement.csv"
"USPS","cpu","binary",0.999683333333333,0.999205236091632,0.998160507268318,0.999838624267563,0.999683333303897,0.999205236091632,-0.000397539929378201,,0.999602460070622,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/standard/cpu4/20260727_073247_1118064/knn_affinity_umap_graph_agreement.csv"
"USPS","cuda","fuzzy",0.998833333333333,0.997664260855348,0.993276553727621,0.998080236810846,0.998834316848218,0.997664260855348,0.999946815315626,0.999872712003519,0.99970463065298,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/standard/cuda/20260727_093710_1118075/knn_affinity_umap_graph_agreement.csv"
"USPS","cuda","binary",0.998833333333333,0.997664260855348,0.993276553727621,0.998080236810846,0.998834316848218,0.997664260855348,-0.00116923508640647,,0.998830764913594,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/USPS/standard/cuda/20260727_093710_1118075/knn_affinity_umap_graph_agreement.csv"
"flow18","cpu","fuzzy",0.999733333333333,0.999350117941559,0.998269416619607,0.99986549523285,0.999732999140683,0.999350117941559,0.999925808354038,0.999972532964053,0.999802588927964,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/landmark/cpu1/20260727_075233_1118081/knn_affinity_umap_graph_agreement.csv"
"flow18","cpu","binary",0.999733333333333,0.999350117941559,0.998269416619607,0.99986549523285,0.999732999140683,0.999350117941559,-0.000319424527429262,,0.999614782713374,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/landmark/cpu1/20260727_075233_1118081/knn_affinity_umap_graph_agreement.csv"
"flow18","cpu","fuzzy",0.999733333333333,0.999350117941559,0.998269416619607,0.99986549523285,0.999732999140683,0.999350117941559,0.999925808354038,0.999972532964053,0.999802588927964,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/landmark/cpu4/20260727_073801_1118092/knn_affinity_umap_graph_agreement.csv"
"flow18","cpu","binary",0.999733333333333,0.999350117941559,0.998269416619607,0.99986549523285,0.999732999140683,0.999350117941559,-0.000319424527429262,,0.999614782713374,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/landmark/cpu4/20260727_073801_1118092/knn_affinity_umap_graph_agreement.csv"
"flow18","cuda","fuzzy",1,1,0.99999999999998,0.999999999352743,0.999999979583557,1,0.999999999714266,0.999980966751676,0.999994189059392,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/landmark/cuda/20260727_094222_1118103/knn_affinity_umap_graph_agreement.csv"
"flow18","cuda","binary",1,1,0.99999999999998,0.999999999352743,0.999999979583557,1,,,1,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/landmark/cuda/20260727_094222_1118103/knn_affinity_umap_graph_agreement.csv"
"flow18","cpu","fuzzy",0.999733333333333,0.999350117941559,0.998269416619607,0.99986549523285,0.999732999140683,0.999350117941559,0.999925808354038,0.999972532964053,0.999802588927964,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/standard/cpu1/20260727_073247_1118045/knn_affinity_umap_graph_agreement.csv"
"flow18","cpu","binary",0.999733333333333,0.999350117941559,0.998269416619607,0.99986549523285,0.999732999140683,0.999350117941559,-0.000319424527429262,,0.999614782713374,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/standard/cpu1/20260727_073247_1118045/knn_affinity_umap_graph_agreement.csv"
"flow18","cpu","fuzzy",0.999733333333333,0.999350117941559,0.998269416619607,0.99986549523285,0.999732999140683,0.999350117941559,0.999925808354038,0.999972532964053,0.999802588927964,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/standard/cpu4/20260727_073247_1118056/knn_affinity_umap_graph_agreement.csv"
"flow18","cpu","binary",0.999733333333333,0.999350117941559,0.998269416619607,0.99986549523285,0.999732999140683,0.999350117941559,-0.000319424527429262,,0.999614782713374,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/standard/cpu4/20260727_073247_1118056/knn_affinity_umap_graph_agreement.csv"
"flow18","cuda","fuzzy",1,1,0.99999999999998,0.999999999352743,0.999999979583557,1,0.999999999714266,0.999980966751676,0.999994189059392,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/standard/cuda/20260727_090233_1118067/knn_affinity_umap_graph_agreement.csv"
"flow18","cuda","binary",1,1,0.99999999999998,0.999999999352743,0.999999979583557,1,,,1,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/flow18/standard/cuda/20260727_090233_1118067/knn_affinity_umap_graph_agreement.csv"
"imagenet","cpu","fuzzy",0.99005,0.976750873777817,0.944110397202981,0.994651712423585,0.990052793278331,0.976750873777817,0.996532360606005,0.997573711578083,0.992868621426352,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/imagenet/landmark/cpu1/20260727_103412_1118083/knn_affinity_umap_graph_agreement.csv"
"imagenet","cpu","binary",0.99005,0.976750873777817,0.944110397202981,0.994651712423585,0.990052793278331,0.976750873777817,-0.0117593611141287,,0.988028641754307,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/imagenet/landmark/cpu1/20260727_103412_1118083/knn_affinity_umap_graph_agreement.csv"
"imagenet","cpu","fuzzy",0.99005,0.976750873777817,0.944110397202981,0.994651712423585,0.990052793278331,0.976750873777817,0.996532360606005,0.997573711578083,0.992868621426352,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/imagenet/landmark/cpu4/20260727_103412_1118094/knn_affinity_umap_graph_agreement.csv"
"imagenet","cpu","binary",0.99005,0.976750873777817,0.944110397202981,0.994651712423585,0.990052793278331,0.976750873777817,-0.0117593611141287,,0.988028641754307,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/imagenet/landmark/cpu4/20260727_103412_1118094/knn_affinity_umap_graph_agreement.csv"
"imagenet","cuda","fuzzy",1,1,1,0.999999999998635,0.999999999939945,1,0.999999999998535,0.999992673667961,0.999999517742713,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/imagenet/landmark/cuda/20260727_073615_1118105/knn_affinity_umap_graph_agreement.csv"
"imagenet","cuda","binary",1,1,1,0.999999999998635,0.999999999939945,1,,,1,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/imagenet/landmark/cuda/20260727_073615_1118105/knn_affinity_umap_graph_agreement.csv"
"imagenet","cuda","fuzzy",1,1,1,0.999999999998635,0.999999999939945,1,0.999999999998535,0.999992673667961,0.999999517742713,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/imagenet/standard/cuda/20260727_073247_1118069/knn_affinity_umap_graph_agreement.csv"
"imagenet","cuda","binary",1,1,1,0.999999999998635,0.999999999939945,1,,,1,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/imagenet/standard/cuda/20260727_073247_1118069/knn_affinity_umap_graph_agreement.csv"
"mass41","cpu","fuzzy",0.999933333333333,0.999816104636462,0.999614389439164,0.999998897560037,0.999933416910704,0.999816104636462,0.999987929232551,0.999991471697688,0.999957381960237,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/landmark/cpu1/20260727_075616_1118085/knn_affinity_umap_graph_agreement.csv"
"mass41","cpu","binary",0.999933333333333,0.999816104636462,0.999614389439164,0.999998897560037,0.999933416910704,0.999816104636462,-9.19561369226879e-05,,0.999908043863077,2000,"landmark","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/landmark/cpu1/20260727_075616_1118085/knn_affinity_umap_graph_agreement.csv"
"mass41","cpu","fuzzy",0.999933333333333,0.999816104636462,0.999614389439164,0.999998897560037,0.999933416910704,0.999816104636462,0.999987929232551,0.999991471697688,0.999957381960237,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/landmark/cpu4/20260727_074425_1118096/knn_affinity_umap_graph_agreement.csv"
"mass41","cpu","binary",0.999933333333333,0.999816104636462,0.999614389439164,0.999998897560037,0.999933416910704,0.999816104636462,-9.19561369226879e-05,,0.999908043863077,2000,"landmark","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/landmark/cpu4/20260727_074425_1118096/knn_affinity_umap_graph_agreement.csv"
"mass41","cuda","fuzzy",1,1,0.999999999999997,0.999999999793845,0.999999992278896,1,0.999999999966298,0.999981045058471,0.999997823898175,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/landmark/cuda/20260727_094401_1118107/knn_affinity_umap_graph_agreement.csv"
"mass41","cuda","binary",1,1,0.999999999999997,0.999999999793845,0.999999992278896,1,,,1,2000,"landmark","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/landmark/cuda/20260727_094401_1118107/knn_affinity_umap_graph_agreement.csv"
"mass41","cpu","fuzzy",0.999933333333333,0.999816104636462,0.999614389439164,0.999998897560037,0.999933416910704,0.999816104636462,0.999987929232551,0.999991471697688,0.999957381960237,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/standard/cpu1/20260727_073247_1118049/knn_affinity_umap_graph_agreement.csv"
"mass41","cpu","binary",0.999933333333333,0.999816104636462,0.999614389439164,0.999998897560037,0.999933416910704,0.999816104636462,-9.19561369226879e-05,,0.999908043863077,2000,"standard","cpu1","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/standard/cpu1/20260727_073247_1118049/knn_affinity_umap_graph_agreement.csv"
"mass41","cpu","fuzzy",0.999933333333333,0.999816104636462,0.999614389439164,0.999998897560037,0.999933416910704,0.999816104636462,0.999987929232551,0.999991471697688,0.999957381960237,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/standard/cpu4/20260727_073247_1118060/knn_affinity_umap_graph_agreement.csv"
"mass41","cpu","binary",0.999933333333333,0.999816104636462,0.999614389439164,0.999998897560037,0.999933416910704,0.999816104636462,-9.19561369226879e-05,,0.999908043863077,2000,"standard","cpu4","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/standard/cpu4/20260727_073247_1118060/knn_affinity_umap_graph_agreement.csv"
"mass41","cuda","fuzzy",1,1,0.999999999999997,0.999999999793845,0.999999992278896,1,0.999999999966298,0.999981045058471,0.999997823898175,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/standard/cuda/20260727_090955_1118071/knn_affinity_umap_graph_agreement.csv"
"mass41","cuda","binary",1,1,0.999999999999997,0.999999999793845,0.999999992278896,1,,,1,2000,"standard","cuda","/Users/stefano/Documents/fastEmbedR-results/fastEmbedR-results/mass41/standard/cuda/20260727_090955_1118071/knn_affinity_umap_graph_agreement.csv"
